"UserId","Category","Num_books_for_Category","Spending"
"User_11437","Fantasy",1,4
"User_11438","Fantasy",1,34
"User_03216","Fantasy",1,12
"User_11439","Fantasy",1,12
"User_11440","Fantasy",1,48
"User_03218","Fantasy",1,62
"User_11441","Fantasy",1,27
"User_11442","Fantasy",1,60
"User_11443","Fantasy",1,14
"User_11444","Fantasy",1,59
"User_03226","Fantasy",1,1
"User_11445","Fantasy",2,18
"User_11446","Fantasy",2,7
"User_11447","Fantasy",1,43
"User_07245","Fantasy",1,16
"User_11448","Fantasy",1,27
"User_11449","Fantasy",1,7
"User_11450","Fantasy",1,6
"User_07246","Fantasy",1,4
"User_11451","Fantasy",1,2
"User_03232","Fantasy",1,78
"User_11452","Fantasy",1,6
"User_11453","Fantasy",1,44
"User_11454","Fantasy",1,54
"User_03237","Fantasy",1,78
"User_03238","Fantasy",1,4
"User_11455","Fantasy",1,4
"User_07247","Fantasy",2,110
"User_11456","Fantasy",1,64
"User_03246","Fantasy",1,26
"User_11457","Fantasy",1,4
"User_11458","Fantasy",1,16
"User_03249","Fantasy",1,52
"User_11459","Fantasy",1,16
"User_11460","Fantasy",1,26
"User_03252","Fantasy",2,138
"User_11461","Fantasy",1,32
"User_03254","Fantasy",1,12
"User_11462","Fantasy",1,10
"User_11463","Fantasy",1,6
"User_11464","Fantasy",1,36
"User_11465","Fantasy",1,6
"User_11466","Fantasy",1,11
"User_11467","Fantasy",1,64
"User_11468","Fantasy",1,19
"User_11469","Fantasy",1,16
"User_06667","Fantasy",1,8
"User_11470","Fantasy",1,10
"User_11471","Fantasy",1,13
"User_08042","Fantasy",1,4
"User_11472","Fantasy",1,18
"User_11473","Fantasy",1,10
"User_11474","Fantasy",1,12
"User_07250","Fantasy",1,4
"User_11475","Fantasy",1,12
"User_11476","Fantasy",1,5
"User_11477","Fantasy",1,4
"User_11478","Fantasy",1,2
"User_11479","Fantasy",1,5
"User_11480","Fantasy",1,74
"User_11481","Fantasy",1,74
"User_11482","Fantasy",1,59
"User_11483","Fantasy",1,72
"User_11484","Fantasy",1,5
"User_11485","Fantasy",1,22
"User_11486","Fantasy",1,16
"User_07253","Fantasy",1,11
"User_11487","Fantasy",1,16
"User_11488","Fantasy",2,41
"User_06668","Fantasy",1,8
"User_11489","Fantasy",1,10
"User_11490","Fantasy",1,24
"User_08043","Fantasy",1,12
"User_03295","Fantasy",1,48
"User_03296","Fantasy",1,60
"User_03297","Fantasy",1,20
"User_11491","Fantasy",1,4
"User_06669","Fantasy",1,15
"User_11492","Fantasy",1,62
"User_11493","Fantasy",1,2
"User_11494","Fantasy",1,6
"User_11495","Fantasy",1,1
"User_03305","Fantasy",2,96
"User_11496","Fantasy",1,55
"User_11497","Fantasy",2,12
"User_03314","Fantasy",1,2
"User_11498","Fantasy",1,10
"User_11499","Fantasy",1,14
"User_11500","Fantasy",1,42
"User_11501","Fantasy",1,6
"User_03323","Fantasy",1,86
"User_11502","Fantasy",1,4
"User_11503","Fantasy",1,55
"User_07256","Fantasy",1,5
"User_11504","Fantasy",1,1
"User_07257","Fantasy",1,13
"User_11505","Fantasy",1,6
"User_11506","Fantasy",1,78
"User_11507","Fantasy",1,6
"User_11508","Fantasy",1,4
"User_11509","Fantasy",2,8
"User_11510","Fantasy",1,44
"User_03334","Fantasy",1,57
"User_11511","Fantasy",2,126
"User_11512","Fantasy",1,48
"User_11513","Fantasy",1,6
"User_11514","Fantasy",1,20
"User_11515","Fantasy",1,40
"User_11516","Fantasy",1,22
"User_11517","Fantasy",1,70
"User_11518","Fantasy",1,25
"User_11519","Fantasy",1,72
"User_11520","Fantasy",2,4
"User_11521","Fantasy",1,1
"User_11522","Fantasy",1,8
"User_11523","Fantasy",1,44
"User_11524","Fantasy",1,16
"User_11525","Fantasy",1,2
"User_11526","Fantasy",1,27
"User_11527","Fantasy",1,7
"User_11528","Fantasy",1,31
"User_11529","Fantasy",1,8
"User_11530","Fantasy",1,8
"User_11531","Fantasy",1,50
"User_11532","Fantasy",1,6
"User_11533","Fantasy",1,2
"User_11534","Fantasy",1,1
"User_11535","Fantasy",1,4
"User_11536","Fantasy",1,2
"User_07267","Fantasy",1,60
"User_11537","Fantasy",2,113
"User_11538","Fantasy",1,4
"User_11539","Fantasy",1,28
"User_11540","Fantasy",1,10
"User_11541","Fantasy",1,20
"User_11542","Fantasy",1,24
"User_11543","Fantasy",1,6
"User_11544","Fantasy",1,12
"User_11545","Fantasy",1,24
"User_11546","Fantasy",1,44
"User_08047","Fantasy",1,5
"User_11547","Fantasy",1,30
"User_11548","Fantasy",1,23
"User_11549","Fantasy",1,16
"User_11550","Fantasy",1,14
"User_11551","Fantasy",1,8
"User_11552","Fantasy",1,6
"User_11553","Fantasy",1,32
"User_11554","Fantasy",1,60
"User_03375","Fantasy",1,8
"User_11555","Fantasy",1,16
"User_11556","Fantasy",1,16
"User_08049","Fantasy",1,52
"User_06671","Fantasy",1,6
"User_08051","Fantasy",1,8
"User_11557","Fantasy",1,26
"User_07272","Fantasy",1,44
"User_11558","Fantasy",1,14
"User_11559","Fantasy",1,86
"User_11560","Fantasy",1,57
"User_11561","Fantasy",1,22
"User_11562","Fantasy",1,5
"User_11563","Fantasy",1,10
"User_11564","Fantasy",1,2
"User_03395","Fantasy",1,60
"User_11565","Fantasy",1,6
"User_11566","Fantasy",1,43
"User_11567","Fantasy",1,38
"User_11568","Fantasy",1,6
"User_11569","Fantasy",1,12
"User_03398","Fantasy",1,62
"User_11570","Fantasy",1,6
"User_11571","Fantasy",2,30
"User_11572","Fantasy",1,55
"User_11573","Fantasy",1,2
"User_11574","Fantasy",1,4
"User_11575","Fantasy",1,20
"User_03402","Fantasy",1,20
"User_11576","Fantasy",1,12
"User_11577","Fantasy",1,3
"User_07275","Fantasy",1,12
"User_11578","Fantasy",1,12
"User_11579","Fantasy",1,2
"User_11580","Fantasy",1,20
"User_11581","Fantasy",2,27
"User_03410","Fantasy",1,2
"User_11582","Fantasy",1,54
"User_11583","Fantasy",1,8
"User_11584","Fantasy",1,10
"User_11585","Fantasy",1,55
"User_11586","Fantasy",1,8
"User_11587","Fantasy",1,42
"User_11588","Fantasy",1,4
"User_11589","Fantasy",1,12
"User_11590","Fantasy",1,56
"User_07277","Fantasy",1,1
"User_03415","Fantasy",1,8
"User_11591","Fantasy",1,78
"User_11592","Fantasy",2,62
"User_11593","Fantasy",1,45
"User_11594","Fantasy",1,22
"User_11595","Fantasy",2,105
"User_11596","Fantasy",1,24
"User_11597","Fantasy",1,14
"User_03424","Fantasy",1,8
"User_11598","Fantasy",2,12
"User_11599","Fantasy",1,12
"User_11600","Fantasy",1,10
"User_03426","Fantasy",1,6
"User_11601","Fantasy",1,15
"User_11602","Fantasy",1,6
"User_11603","Fantasy",1,4
"User_07279","Fantasy",1,5
"User_03431","Fantasy",1,44
"User_11604","Fantasy",1,10
"User_11605","Fantasy",1,16
"User_03433","Fantasy",1,14
"User_11606","Fantasy",1,32
"User_11607","Fantasy",1,12
"User_03439","Fantasy",1,34
"User_03440","Fantasy",1,8
"User_11608","Fantasy",2,62
"User_11609","Fantasy",1,48
"User_11610","Fantasy",1,6
"User_11611","Fantasy",1,2
"User_11612","Fantasy",1,6
"User_11613","Fantasy",1,62
"User_11614","Fantasy",1,12
"User_11615","Fantasy",1,12
"User_11616","Fantasy",1,78
"User_11617","Fantasy",2,84
"User_11618","Fantasy",1,52
"User_11619","Fantasy",1,12
"User_07280","Fantasy",1,22
"User_03449","Fantasy",1,2
"User_03451","Fantasy",1,86
"User_11620","Fantasy",1,8
"User_11621","Fantasy",1,52
"User_11622","Fantasy",1,19
"User_11623","Fantasy",1,5
"User_11624","Fantasy",1,86
"User_11625","Fantasy",1,6
"User_11626","Fantasy",1,2
"User_11627","Fantasy",1,4
"User_03459","Fantasy",1,74
"User_11628","Fantasy",1,40
"User_11629","Fantasy",2,24
"User_11630","Fantasy",1,60
"User_07283","Fantasy",2,120
"User_11631","Fantasy",1,4
"User_03462","Fantasy",1,25
"User_11632","Fantasy",1,55
"User_11633","Fantasy",1,10
"User_11634","Fantasy",1,25
"User_07284","Fantasy",1,4
"User_11635","Fantasy",1,40
"User_11636","Fantasy",2,96
"User_11637","Fantasy",1,24
"User_11638","Fantasy",1,10
"User_11639","Fantasy",1,55
"User_11640","Fantasy",1,40
"User_11641","Fantasy",1,20
"User_03474","Fantasy",1,40
"User_08060","Fantasy",1,9
"User_11642","Fantasy",1,10
"User_11643","Fantasy",1,18
"User_11644","Fantasy",1,12
"User_11645","Fantasy",1,8
"User_11646","Fantasy",1,12
"User_11647","Fantasy",1,6
"User_03481","Fantasy",1,78
"User_03482","Fantasy",1,6
"User_11648","Fantasy",1,6
"User_11649","Fantasy",1,8
"User_11650","Fantasy",2,31
"User_03484","Fantasy",1,14
"User_07287","Fantasy",1,10
"User_03487","Fantasy",1,1
"User_03488","Fantasy",1,20
"User_11651","Fantasy",1,12
"User_11652","Fantasy",2,106
"User_11653","Fantasy",1,12
"User_11654","Fantasy",1,55
"User_11655","Fantasy",1,30
"User_11656","Fantasy",1,54
"User_11657","Fantasy",1,4
"User_03490","Fantasy",2,74
"User_07289","Fantasy",1,3
"User_11658","Fantasy",1,36
"User_11659","Fantasy",1,6
"User_11660","Fantasy",1,38
"User_11661","Fantasy",1,12
"User_07290","Fantasy",3,12
"User_03496","Fantasy",1,2
"User_11662","Fantasy",1,4
"User_07291","Fantasy",1,53
"User_11663","Fantasy",1,74
"User_03497","Fantasy",1,54
"User_11664","Fantasy",2,113
"User_11665","Fantasy",1,4
"User_11666","Fantasy",1,1
"User_11667","Fantasy",1,12
"User_11668","Fantasy",1,55
"User_11669","Fantasy",1,32
"User_11670","Fantasy",1,16
"User_11671","Fantasy",1,12
"User_11672","Fantasy",1,12
"User_11673","Fantasy",1,14
"User_11674","Fantasy",1,4
"User_11675","Fantasy",1,4
"User_03504","Fantasy",1,48
"User_11676","Fantasy",1,4
"User_11677","Fantasy",2,60
"User_11678","Fantasy",1,46
"User_03507","Fantasy",1,3
"User_11679","Fantasy",1,50
"User_11680","Fantasy",1,13
"User_11681","Fantasy",1,2
"User_11682","Fantasy",1,4
"User_11683","Fantasy",1,18
"User_11684","Fantasy",1,46
"User_11685","Fantasy",2,8
"User_11686","Fantasy",1,16
"User_11687","Fantasy",1,78
"User_11688","Fantasy",1,60
"User_11689","Fantasy",1,7
"User_03514","Fantasy",1,16
"User_11690","Fantasy",1,22
"User_11691","Fantasy",1,10
"User_11692","Fantasy",1,10
"User_03520","Fantasy",1,34
"User_11693","Fantasy",1,6
"User_11694","Fantasy",1,12
"User_11695","Fantasy",2,131
"User_11696","Fantasy",1,14
"User_11697","Fantasy",1,12
"User_11698","Fantasy",1,24
"User_11699","Fantasy",1,36
"User_11700","Fantasy",1,62
"User_11701","Fantasy",1,2
"User_11702","Fantasy",1,6
"User_11703","Fantasy",1,64
"User_03530","Fantasy",1,8
"User_11704","Fantasy",2,88
"User_11705","Fantasy",1,12
"User_11706","Fantasy",1,34
"User_11707","Fantasy",1,40
"User_11708","Fantasy",1,8
"User_03537","Fantasy",1,42
"User_11709","Fantasy",1,8
"User_03540","Fantasy",1,86
"User_03541","Fantasy",1,4
"User_11710","Fantasy",1,8
"User_03544","Fantasy",1,10
"User_03545","Fantasy",1,44
"User_11711","Fantasy",1,6
"User_11712","Fantasy",5,288
"User_11713","Fantasy",2,144
"User_11714","Fantasy",1,28
"User_11715","Fantasy",1,36
"User_11716","Fantasy",1,12
"User_11717","Fantasy",1,4
"User_11718","Fantasy",1,7
"User_11719","Fantasy",1,2
"User_11720","Fantasy",1,4
"User_11721","Fantasy",1,2
"User_11722","Fantasy",1,6
"User_11723","Fantasy",1,12
"User_11724","Fantasy",1,4
"User_11725","Fantasy",1,16
"User_08067","Fantasy",1,67
"User_11726","Fantasy",1,30
"User_11727","Fantasy",1,18
"User_11728","Fantasy",1,55
"User_11729","Fantasy",1,55
"User_11730","Fantasy",2,15
"User_11731","Fantasy",1,23
"User_11732","Fantasy",1,45
"User_07297","Fantasy",2,28
"User_11733","Fantasy",1,48
"User_03569","Fantasy",1,64
"User_11734","Fantasy",1,18
"User_11735","Fantasy",1,2
"User_11736","Fantasy",1,16
"User_11737","Fantasy",1,54
"User_11738","Fantasy",1,1
"User_11739","Fantasy",2,26
"User_11740","Fantasy",1,2
"User_11741","Fantasy",1,34
"User_07298","Fantasy",1,21
"User_11742","Fantasy",1,24
"User_11743","Fantasy",1,30
"User_03572","Fantasy",1,57
"User_11744","Fantasy",1,31
"User_11745","Fantasy",1,4
"User_11746","Fantasy",1,12
"User_11747","Fantasy",1,3
"User_07301","Fantasy",1,18
"User_11748","Fantasy",1,10
"User_11749","Fantasy",1,7
"User_11750","Fantasy",1,24
"User_11751","Fantasy",1,8
"User_11752","Fantasy",1,72
"User_11753","Fantasy",1,26
"User_11754","Fantasy",1,4
"User_03583","Fantasy",1,8
"User_03584","Fantasy",1,26
"User_11755","Fantasy",1,48
"User_11756","Fantasy",1,24
"User_11757","Fantasy",1,57
"User_03587","Fantasy",1,43
"User_03591","Fantasy",1,86
"User_11758","Fantasy",1,12
"User_07303","Fantasy",1,16
"User_11759","Fantasy",1,2
"User_11760","Fantasy",1,12
"User_11761","Fantasy",1,6
"User_11762","Fantasy",1,12
"User_11763","Fantasy",1,2
"User_11764","Fantasy",1,16
"User_11765","Fantasy",1,4
"User_03600","Fantasy",1,12
"User_11766","Fantasy",1,12
"User_07304","Fantasy",1,4
"User_11767","Fantasy",1,15
"User_11768","Fantasy",1,20
"User_11769","Fantasy",1,4
"User_11770","Fantasy",1,10
"User_11771","Fantasy",1,70
"User_11772","Fantasy",1,8
"User_11773","Fantasy",1,2
"User_11774","Fantasy",1,8
"User_11775","Fantasy",1,4
"User_11776","Fantasy",1,2
"User_11777","Fantasy",1,2
"User_11778","Fantasy",1,34
"User_07305","Fantasy",1,2
"User_07306","Fantasy",1,6
"User_11779","Fantasy",1,2
"User_11780","Fantasy",1,4
"User_11781","Fantasy",1,10
"User_11782","Fantasy",1,8
"User_11783","Fantasy",1,4
"User_11784","Fantasy",1,38
"User_11785","Fantasy",1,26
"User_03611","Fantasy",1,3
"User_03617","Fantasy",1,86
"User_11786","Fantasy",1,30
"User_11787","Fantasy",1,20
"User_11788","Fantasy",1,22
"User_11789","Fantasy",1,13
"User_11790","Fantasy",1,6
"User_03623","Fantasy",1,10
"User_11791","Fantasy",1,6
"User_03626","Fantasy",1,30
"User_11792","Fantasy",1,52
"User_11793","Fantasy",2,126
"User_11794","Fantasy",1,10
"User_11795","Fantasy",1,12
"User_03630","Fantasy",1,22
"User_11796","Fantasy",3,140
"User_11797","Fantasy",1,14
"User_11798","Fantasy",1,12
"User_11799","Fantasy",1,46
"User_11800","Fantasy",1,30
"User_07308","Fantasy",1,4
"User_11801","Fantasy",1,13
"User_11802","Fantasy",1,2
"User_11803","Fantasy",1,10
"User_11804","Fantasy",1,12
"User_11805","Fantasy",1,2
"User_11806","Fantasy",2,17
"User_11807","Fantasy",1,2
"User_11808","Fantasy",1,38
"User_11809","Fantasy",1,16
"User_11810","Fantasy",1,55
"User_11811","Fantasy",2,10
"User_11812","Fantasy",1,60
"User_11813","Fantasy",1,36
"User_11814","Fantasy",1,32
"User_11815","Fantasy",1,12
"User_11816","Fantasy",1,12
"User_11817","Fantasy",1,1
"User_11818","Fantasy",1,4
"User_11819","Fantasy",1,4
"User_11820","Fantasy",1,12
"User_11821","Fantasy",1,8
"User_11822","Fantasy",1,60
"User_11823","Fantasy",1,2
"User_03663","Fantasy",2,33
"User_11824","Fantasy",2,33
"User_07313","Fantasy",1,72
"User_11825","Fantasy",1,1
"User_11826","Fantasy",1,8
"User_11827","Fantasy",1,14
"User_11828","Fantasy",1,6
"User_11829","Fantasy",1,1
"User_11830","Fantasy",1,2
"User_03669","Fantasy",1,13
"User_11831","Fantasy",1,48
"User_11832","Fantasy",1,86
"User_11833","Fantasy",1,12
"User_11834","Fantasy",1,50
"User_03682","Fantasy",1,8
"User_11835","Fantasy",1,6
"User_11836","Fantasy",1,5
"User_06679","Fantasy",1,2
"User_11837","Fantasy",1,32
"User_11838","Fantasy",1,4
"User_07316","Fantasy",1,10
"User_03692","Fantasy",1,20
"User_11839","Fantasy",1,72
"User_11840","Fantasy",1,10
"User_11841","Fantasy",1,20
"User_03698","Fantasy",1,1
"User_11842","Fantasy",1,8
"User_11843","Fantasy",1,5
"User_11844","Fantasy",1,33
"User_11845","Fantasy",1,2
"User_11846","Fantasy",2,46
"User_11847","Fantasy",1,10
"User_11848","Fantasy",1,18
"User_11849","Fantasy",1,72
"User_03710","Fantasy",1,37
"User_03711","Fantasy",1,2
"User_11850","Fantasy",1,5
"User_11851","Fantasy",1,2
"User_11852","Fantasy",1,50
"User_11853","Fantasy",1,64
"User_11854","Fantasy",1,7
"User_03718","Fantasy",1,39
"User_11855","Fantasy",1,4
"User_11856","Fantasy",1,22
"User_11857","Fantasy",1,14
"User_03726","Fantasy",1,64
"User_11858","Fantasy",1,6
"User_03728","Fantasy",1,14
"User_03730","Fantasy",1,3
"User_07321","Fantasy",1,10
"User_11859","Fantasy",1,6
"User_11860","Fantasy",2,19
"User_11861","Fantasy",1,5
"User_03733","Fantasy",1,32
"User_11862","Fantasy",1,72
"User_11863","Fantasy",1,8
"User_11864","Fantasy",1,44
"User_07322","Fantasy",3,12
"User_03736","Fantasy",1,4
"User_11865","Fantasy",1,28
"User_11866","Fantasy",1,8
"User_11867","Fantasy",1,32
"User_11868","Fantasy",1,44
"User_11869","Fantasy",1,10
"User_11870","Fantasy",1,16
"User_03742","Fantasy",1,4
"User_11871","Fantasy",1,4
"User_11872","Fantasy",1,6
"User_11873","Fantasy",1,5
"User_11874","Fantasy",1,11
"User_11875","Fantasy",1,51
"User_11876","Fantasy",1,4
"User_11877","Fantasy",2,72
"User_11878","Fantasy",1,60
"User_11879","Fantasy",1,48
"User_11880","Fantasy",1,14
"User_11881","Fantasy",1,11
"User_11882","Fantasy",1,72
"User_11883","Fantasy",1,25
"User_11884","Fantasy",1,4
"User_11885","Fantasy",1,2
"User_11886","Fantasy",1,10
"User_11887","Fantasy",1,72
"User_11888","Fantasy",1,35
"User_11889","Fantasy",1,3
"User_11890","Fantasy",1,3
"User_11891","Fantasy",1,50
"User_03758","Fantasy",1,3
"User_11892","Fantasy",1,33
"User_11893","Fantasy",1,24
"User_11894","Fantasy",1,21
"User_11895","Fantasy",1,2
"User_11896","Fantasy",2,30
"User_03760","Fantasy",1,48
"User_11897","Fantasy",1,86
"User_11898","Fantasy",1,6
"User_11899","Fantasy",1,40
"User_07327","Fantasy",1,72
"User_11900","Fantasy",1,23
"User_11901","Fantasy",1,6
"User_03772","Fantasy",1,86
"User_11902","Fantasy",1,6
"User_03774","Fantasy",1,3
"User_11903","Fantasy",1,8
"User_11904","Fantasy",1,2
"User_11905","Fantasy",1,44
"User_08085","Fantasy",1,72
"User_11906","Fantasy",1,4
"User_11907","Fantasy",1,10
"User_11908","Fantasy",1,28
"User_11909","Fantasy",1,51
"User_03780","Fantasy",1,6
"User_11910","Fantasy",1,6
"User_07328","Fantasy",1,2
"User_11911","Fantasy",1,12
"User_11912","Fantasy",1,12
"User_03789","Fantasy",1,30
"User_11913","Fantasy",1,5
"User_11914","Fantasy",1,8
"User_11915","Fantasy",1,3
"User_11916","Fantasy",1,16
"User_11917","Fantasy",2,5
"User_11918","Fantasy",1,10
"User_11919","Fantasy",1,36
"User_03795","Fantasy",1,12
"User_11920","Fantasy",2,20
"User_11921","Fantasy",1,12
"User_03797","Fantasy",1,12
"User_11922","Fantasy",1,10
"User_11923","Fantasy",1,6
"User_11924","Fantasy",1,16
"User_11925","Fantasy",1,12
"User_11926","Fantasy",1,14
"User_11927","Fantasy",1,3
"User_11928","Fantasy",1,10
"User_07332","Fantasy",1,4
"User_11929","Fantasy",1,12
"User_11930","Fantasy",1,12
"User_11931","Fantasy",1,13
"User_11932","Fantasy",1,52
"User_11933","Fantasy",1,18
"User_11934","Fantasy",1,46
"User_03811","Fantasy",1,24
"User_11935","Fantasy",1,10
"User_11936","Fantasy",1,47
"User_11937","Fantasy",1,4
"User_08091","Fantasy",2,138
"User_11938","Fantasy",1,17
"User_11939","Fantasy",1,12
"User_11940","Fantasy",1,16
"User_11941","Fantasy",1,12
"User_03818","Fantasy",1,2
"User_11942","Fantasy",1,10
"User_11943","Fantasy",1,12
"User_11944","Fantasy",2,12
"User_11945","Fantasy",1,16
"User_11946","Fantasy",1,36
"User_11947","Fantasy",1,4
"User_11948","Fantasy",1,4
"User_11949","Fantasy",1,2
"User_11950","Fantasy",1,4
"User_11951","Fantasy",1,52
"User_11952","Fantasy",1,4
"User_11953","Fantasy",1,2
"User_11954","Fantasy",2,123
"User_07334","Fantasy",1,40
"User_11955","Fantasy",1,12
"User_11956","Fantasy",1,60
"User_11957","Fantasy",1,86
"User_11958","Fantasy",1,36
"User_11959","Fantasy",1,7
"User_11960","Fantasy",1,10
"User_11961","Fantasy",1,4
"User_11962","Fantasy",1,6
"User_11963","Fantasy",1,86
"User_11964","Fantasy",1,24
"User_11965","Fantasy",2,9
"User_11966","Fantasy",1,44
"User_11967","Fantasy",1,48
"User_11968","Fantasy",1,1
"User_11969","Fantasy",1,4
"User_11970","Fantasy",1,12
"User_11971","Fantasy",2,92
"User_11972","Fantasy",3,18
"User_11973","Fantasy",1,8
"User_08093","Fantasy",1,72
"User_11974","Fantasy",1,18
"User_11975","Fantasy",1,8
"User_11976","Fantasy",1,86
"User_11977","Fantasy",2,93
"User_11978","Fantasy",1,4
"User_11979","Fantasy",1,2
"User_11980","Fantasy",1,22
"User_03862","Fantasy",1,8
"User_11981","Fantasy",1,55
"User_11982","Fantasy",1,44
"User_11983","Fantasy",1,60
"User_11984","Fantasy",1,48
"User_11985","Fantasy",1,8
"User_11986","Fantasy",1,56
"User_11987","Fantasy",1,54
"User_11988","Fantasy",1,4
"User_08095","Fantasy",1,6
"User_07338","Fantasy",1,28
"User_11989","Fantasy",1,32
"User_11990","Fantasy",1,55
"User_11991","Fantasy",1,34
"User_03872","Fantasy",1,22
"User_11992","Fantasy",1,12
"User_11993","Fantasy",1,13
"User_11994","Fantasy",1,4
"User_11995","Fantasy",1,66
"User_03875","Fantasy",1,34
"User_11996","Fantasy",1,12
"User_11997","Fantasy",1,6
"User_11998","Fantasy",1,6
"User_11999","Fantasy",2,20
"User_12000","Fantasy",1,7
"User_03878","Fantasy",1,16
"User_03879","Fantasy",1,6
"User_12001","Fantasy",1,12
"User_12002","Fantasy",1,58
"User_12003","Fantasy",1,4
"User_12004","Fantasy",1,4
"User_12005","Fantasy",1,10
"User_12006","Fantasy",1,48
"User_12007","Fantasy",1,36
"User_12008","Fantasy",1,55
"User_12009","Fantasy",1,86
"User_12010","Fantasy",1,22
"User_12011","Fantasy",2,22
"User_12012","Fantasy",1,30
"User_12013","Fantasy",1,7
"User_12014","Fantasy",1,16
"User_12015","Fantasy",1,12
"User_12016","Fantasy",1,6
"User_12017","Fantasy",1,4
"User_12018","Fantasy",1,16
"User_12019","Fantasy",1,6
"User_12020","Fantasy",1,12
"User_12021","Fantasy",1,72
"User_12022","Fantasy",1,6
"User_12023","Fantasy",1,20
"User_12024","Fantasy",1,54
"User_07342","Fantasy",1,28
"User_12025","Fantasy",1,16
"User_12026","Fantasy",1,53
"User_12027","Fantasy",1,14
"User_03898","Fantasy",1,4
"User_12028","Fantasy",1,6
"User_12029","Fantasy",1,18
"User_12030","Fantasy",1,8
"User_07344","Fantasy",1,4
"User_12031","Fantasy",1,8
"User_12032","Fantasy",1,62
"User_12033","Fantasy",1,8
"User_12034","Fantasy",1,4
"User_12035","Fantasy",1,2
"User_03908","Fantasy",1,86
"User_12036","Fantasy",1,22
"User_03912","Fantasy",1,55
"User_12037","Fantasy",1,4
"User_12038","Fantasy",1,55
"User_12039","Fantasy",1,8
"User_12040","Fantasy",1,3
"User_12041","Fantasy",1,12
"User_12042","Fantasy",1,2
"User_12043","Fantasy",1,6
"User_12044","Fantasy",1,2
"User_12045","Fantasy",1,14
"User_12046","Fantasy",1,1
"User_12047","Fantasy",1,8
"User_12048","Fantasy",1,3
"User_12049","Fantasy",1,24
"User_12050","Fantasy",1,12
"User_12051","Fantasy",2,76
"User_12052","Fantasy",1,24
"User_03933","Fantasy",1,42
"User_12053","Fantasy",1,1
"User_12054","Fantasy",1,24
"User_12055","Fantasy",1,24
"User_12056","Fantasy",1,42
"User_12057","Fantasy",1,20
"User_03942","Fantasy",1,10
"User_12058","Fantasy",1,12
"User_12059","Fantasy",1,18
"User_12060","Fantasy",1,7
"User_12061","Fantasy",1,31
"User_07347","Fantasy",1,28
"User_12062","Fantasy",1,62
"User_12063","Fantasy",1,5
"User_12064","Fantasy",1,2
"User_12065","Fantasy",2,26
"User_12066","Fantasy",1,36
"User_12067","Fantasy",2,88
"User_12068","Fantasy",1,10
"User_12069","Fantasy",1,12
"User_12070","Fantasy",1,64
"User_12071","Fantasy",1,72
"User_12072","Fantasy",1,18
"User_03961","Fantasy",1,30
"User_12073","Fantasy",1,22
"User_12074","Fantasy",2,38
"User_12075","Fantasy",1,18
"User_12076","Fantasy",1,9
"User_12077","Fantasy",1,24
"User_12078","Fantasy",1,4
"User_03970","Fantasy",1,86
"User_12079","Fantasy",1,32
"User_12080","Fantasy",1,72
"User_12081","Fantasy",1,8
"User_12082","Fantasy",1,6
"User_12083","Fantasy",1,20
"User_12084","Fantasy",1,36
"User_12085","Fantasy",1,18
"User_12086","Fantasy",1,8
"User_12087","Fantasy",1,28
"User_12088","Fantasy",1,34
"User_03982","Fantasy",1,39
"User_12089","Fantasy",1,3
"User_12090","Fantasy",1,8
"User_03990","Fantasy",2,18
"User_03992","Fantasy",1,4
"User_12091","Fantasy",1,14
"User_12092","Fantasy",1,6
"User_03994","Fantasy",1,2
"User_12093","Fantasy",1,8
"User_12094","Fantasy",1,44
"User_12095","Fantasy",1,12
"User_12096","Fantasy",3,192
"User_12097","Fantasy",1,15
"User_12098","Fantasy",1,4
"User_12099","Fantasy",1,12
"User_12100","Fantasy",1,4
"User_12101","Fantasy",1,2
"User_12102","Fantasy",1,12
"User_12103","Fantasy",1,4
"User_12104","Fantasy",1,2
"User_04015","Fantasy",1,42
"User_12105","Fantasy",1,2
"User_12106","Fantasy",1,66
"User_12107","Fantasy",1,10
"User_07353","Fantasy",1,48
"User_04021","Fantasy",1,2
"User_12108","Fantasy",1,10
"User_12109","Fantasy",1,62
"User_12110","Fantasy",1,20
"User_06686","Fantasy",1,26
"User_04028","Fantasy",1,2
"User_12111","Fantasy",1,2
"User_04029","Fantasy",1,40
"User_12112","Fantasy",1,28
"User_12113","Fantasy",1,12
"User_12114","Fantasy",1,32
"User_04039","Fantasy",1,38
"User_12115","Fantasy",1,10
"User_12116","Fantasy",1,54
"User_12117","Fantasy",1,3
"User_12118","Fantasy",2,14
"User_12119","Fantasy",1,2
"User_12120","Fantasy",1,16
"User_12121","Fantasy",1,4
"User_12122","Fantasy",1,22
"User_12123","Fantasy",1,2
"User_12124","Fantasy",1,8
"User_12125","Fantasy",1,40
"User_12126","Fantasy",1,4
"User_04048","Fantasy",1,16
"User_12127","Fantasy",1,50
"User_04051","Fantasy",1,8
"User_12128","Fantasy",2,47
"User_04056","Fantasy",1,4
"User_12129","Fantasy",1,24
"User_12130","Fantasy",1,24
"User_12131","Fantasy",1,42
"User_12132","Fantasy",1,40
"User_12133","Fantasy",1,12
"User_12134","Fantasy",1,4
"User_12135","Fantasy",1,7
"User_12136","Fantasy",1,6
"User_12137","Fantasy",1,2
"User_04066","Fantasy",1,12
"User_12138","Fantasy",2,14
"User_12139","Fantasy",1,4
